id,language_code,description,label
EcQklB7dAQw,bn,ABP Ananda LIVE রাজ্যে বন্যা পরিস্থিতি নিয়ে আরও বাড়ল DVC ও রাজ্য,highly_relevant
t494qmJttvw,bn,কলকাতার বন্যার পরিস্থিতি flood situation,highly_relevant
0dPHSz7mJW0,bn,Weather Update শেষ আষাঢ়ের বৃষ্টিতে জলমগ্ন বাংলা দুর্যোগ মুক্তি কবে,highly_relevant
qFtb_K3BRKc,bn,টানা বৃষ্টিতে বন্যা পরিস্থিতি টানা বৃষ্টিতে বন্যা পরিস্থিতি।,highly_relevant
#NAME?,bn,Kolkata Incident প্রবল বৃষ্টির জের উত্তর কলকাতায় ভেঙে পড়ল দুটি বাড়ি,highly_relevant
lSRV-owRvTw,bn,Man Made বন্যা র অভিযোগ Mamata র প্লাবন পরিস্থিতির জন্য Mamata ই দায়ী,highly_relevant
RFE3ZzQz8FQ,bn,,not_relevant
TOHGsSN8QSM,en,There Has Been A Flood In Kolkata কলকাতায় বন্যা হয়ে গেছে বৃষ্টিতে FOLLOW ME ON,highly_relevant
rXI0cvoSbY0,bn,কলকাতা বন্যা বৃষ্টি নিউজ কলকাতা নিম্নচাপ,highly_relevant
vrYcgXmoBB0,bn,,highly_relevant
itcLBU_1Zs8,bn,দফায় দফায় বৃষ্টিতে নাজেহাল কলকাতা জলমগ্ন একাধিক অঞ্চল,highly_relevant
0B65zh0bppc,bn,ভোর থেকেই বৃষ্টি শুরু কলকাতায়,highly_relevant
tAolQlxdFdg,bn,CalcuttaHighCourt Republic Bangla is now LIVE,highly_relevant
1ZKris8BWHA,bn,,highly_relevant
VVzLClBro3Y,bn,trending,highly_relevant
pgVNzMji1Ms,bn,নিম্নচাপের প্রভাবে টানা বৃষ্টি । টানা বৃষ্টিতে জলমগ্ন কলকাতা,highly_relevant
il4InirXJ3w,bn,প্রায় সাড়ে ষোলো ফুট বাড়তে পারে গঙ্গার জল,not_relevant
_LF4d4vm2tk,bn,উত্তরবঙ্গের বন্যা পরিস্থিতি পরিদর্শনে গেলেন অরূপ বিশ্বাস,highly_relevant
Fu-2_vEGmFk,bn,Kolkata Waterlogging সকালে টানা বৃষ্টি কলকাতায়। আর তাতেই জলমগ্ন উত্তর,highly_relevant
DMmb7gG17aA,bn,বৃষ্টিতে জলমগ্ন কলকাতার একাধিক হাসপাতাল,highly_relevant
6k8KUBcjJOk,en,Flood kolkata part 4 কলকাতা নিউ টাউনে বন্যা,highly_relevant
CyH2cyhxoKc,bn,শুধু 20 থেকে 30 মিনিট বৃষ্টি হলে কলকাতা শহরে বন্যা হয়ে যায় Kolkata floods,highly_relevant
AK4ftJdsJ7Y,bn,ভারী বৃষ্টিতে জলমগ্ন চিনারপার্ক। জলমগ্ন কলকাতা বিমানবন্দরও,highly_relevant
ILnJpb-eSI8,bn,জলমগ্ন ঠনঠনিয়া কালীবাড়ি চত্বর,not_relevant
8iP4Q57az1k,bn,LIVE Weather Update Today আজও দিনভর বিক্ষিপ্ত বৃষ্টি দক্ষিণবঙ্গে। Kolkata য়,highly_relevant
thYkM62i5Ec,bn,,highly_relevant
qNneafTRZIo,bn,,highly_relevant
r237p0bW-eE,bn,Weather News আজও দিনভর বিক্ষিপ্ত বৃষ্টি দক্ষিণবঙ্গে।কলকাতায় একাধিক,highly_relevant
88GrPXF3UNY,en,Flood kolkata part 5 কলকাতা নিউ টাউনে বন্যা,highly_relevant
2PDjZUC18Rc,bn,ABP Ananda LIVE গত ৫ বছরের মধ্যে কলকাতায় রেকর্ড বৃষ্টি হয়েছে চলতি মাসে,highly_relevant
VBd4bOst3Jg,bn,কলকাতার বিভিন্ন রাস্তায় জমল জল জলমগ্ন ঠনঠনিয়া কালীবাড়ি,not_relevant
56a1omyddPk,bn,এই মুহূর্তে কলকাতায় বন্যা পরিস্থিতি Kolkata এই মুহূর্তে সবথেকে যে,highly_relevant
66YL1ZS_VdM,bn,WeatherForecast,not_relevant
Iq-vtyF-k2U,en,Flood kolkata part 7 কলকাতা নিউ টাউনে বন্যা,highly_relevant
LLeIIqPJyRU,bn,ABP Ananda Live আরামবাগে বন্যা পরিস্থিতির অবনতি। আরামবাগ কলকাতা রাজ্য,highly_relevant
otR5UoSrbik,bn,20 সেপ্টেম্বর কলকাতা শহর বন্যা পরিস্থিতি সম্পূর্ণ কলকাতা শহর এখন,highly_relevant
D7s2BG-AdBs,bn,Weather Update Today Kolkata য় বৃষ্টিতে সেঞ্চুরি কলকাতায় নিম্নচাপের,highly_relevant
7G0z6BYTW7s,bn,,highly_relevant
ynnED56utXs,bn,টানা বৃষ্টিতে জলমগ্ন কলকাতার বিভিন্ন রাস্তাঘাট,highly_relevant
nsApXxHoyhc,en,,highly_relevant
d8WlfCMmN_M,bn,কলকাতা নিউ টাউনে বন্যা,highly_relevant
MyITda9tpPc,en,Flood kolkata part 6 কলকাতা নিউ টাউনে বন্যা,highly_relevant
y7pjqPi9VyM,en,flood in Kolkata পূর্ব মেদিনীপুর বন্যা panskura flood পূর্ব মেদিনীপুর বন্যা purba,highly_relevant
8AHkWsH79oU,en,Rain lashes several parts of Kolkata causing sever waterlogging Join ANI s YouTube membership,highly_relevant
dMy0nRErRQU,bn,,highly_relevant
CaCbWz5QChQ,bn,কলকাতায় স্বস্তির বৃষ্টি,highly_relevant
iRDt-oiyXmY,bn,,highly_relevant
C4E4p8mI_5M,bn,রাতভর বৃষ্টিতে ভাসল আমহার্স্ট স্ট্রিট,highly_relevant
YJrDLS9uCes,bn,kolkata vs murshidabad এ যেরকম বন্যা হয়েছোতা াতারবান,highly_relevant
xGu8_eYO-RY,en,KolkataAirport Disclaimer This channel does not promote any,not_relevant
m9owmGhP5Sw,en,West Bengal Parts of Kolkata reel under severe waterlogging post heavy rainfall Subscribe now,highly_relevant
PomgNrNLnEM,bn,ABP Ananda Live আজ বিকেলের পর থেকে কলকাতা সহ দক্ষিণবঙ্গে বৃষ্টির পরিমাণ,highly_relevant
a0rDrIkmXyo,bn,Cyclone Remal Update ঘূর্ণিঝড় রিমাল এর প্রভাবে কলকাতা এয়ারপোর্টের,highly_relevant
alTRo59Pf-E,bn,Kolkata Water logging ভারি বৃষ্টিতে জল জমেছে শহরের একাধিক জায়গায়।,highly_relevant
0P6fTx-GYxU,bn,West Bengal Flood LIVE ভয়াবহ বন্যা পরিস্থিতি যাতায়াতের ভরসা নৌকা এ কী ছবি,highly_relevant
1bSEAjmB03Q,bn,কলকাতা বন্যা পরিস্থিতি দেখো বন্ধুরা,highly_relevant
xE8rzP1QtX4,bn,Kolkata য় সকাল থেকেই হাড় কাঁপানো ঠাণ্ডা দেখুন,not_relevant
jHVilr-WwVI,bn,,highly_relevant
rBA6PKCr4UI,bn,কলকাতা বন্যা পরিস্থিতি াতাবন্যা াতা াতাখবর,highly_relevant
Sh7CwpoSIeg,bn,,highly_relevant
#NAME?,en,kolkata,not_relevant
s1Z5wK9fOfQ,bn,অসমে ভয়াবহ হচ্ছে বন্যা পরিস্থিতি। একটানা বৃষ্টির ফলে জেরবার,highly_relevant
02mAkoImdno,bn,trending,highly_relevant
phH5AT4TQ9o,bn,,highly_relevant
81G9h83gScM,bn,আজ গোটা কলকাতা পুরো জলমগ্ন,not_relevant
kjPC-LMCr1I,bn,Dumdum অগ্নিকাণ্ডে ঘটনাস্থলে ২০টি এঞ্জিন ।,not_relevant
Bva2tmIslT8,en,,highly_relevant
Y_Vg9aQ3DHw,bn,রাজ্যের সরকারের দাবি এখানে হয় ম্যানমেড বন্যা। সত্যিই কি হয়,highly_relevant
iGxFNuMhV0Y,bn,,highly_relevant
cHJssoxIQqw,bn,Kolkataর এই নদী র নাম ঠনঠনিয়া,not_relevant
1cQYJ5btsrA,bn,ABP Ananda Live বর্ষার শুরুতেই শহরে জল দুর্ভোগ। রাতভর দফায় দফায়,highly_relevant
5CT8Lb2IGVM,bn,Mini বন্যা,highly_relevant
3hC_gCG1lbU,bn,,highly_relevant
yErJb8yYUio,bn,,not_relevant
JgY38DS-7xo,bn,LIVE Afternoon News DVC এর ছাড়া জলে West Bengal জুড়ে বন্যা ডুবল একের পর এক জেলা,highly_relevant
SRobBwg5eVU,en,kolkatavlog thanx for watching this video Sudeshna jana sna s world From khanakul west bengal,not_relevant
iSi0R8m10GY,en,Heavy Downpour In Kolkata Parts Of Capital City Inundated Due To Incessant Rain Watch,highly_relevant
Y9iSr1u5a_0,en,Kolkatai bonna কলকাতায় বন্যা বইছে My dream vlog,not_relevant
3FVy-bzE03Q,bn,KolkataFloodNews আরও বিস্তারিত জানতে ভিজিট করুন,highly_relevant
48aC2wC1CiI,bn,টানা বৃষ্টিতে জলমগ্ন শহরের একাধিক এলাকা। জল নিকাশের কাজে তৎপর,highly_relevant
5Py06PoSCno,bn,আর জি করের জুনিয়র ডাক্তাররা কেশপুরের বন্যা পরিস্থিতি এলাকায়,highly_relevant
QMqz2w15Q0A,bn,trending Central,highly_relevant
ZwHWZtUfDmk,bn,trending Ghatal Flood প্লাবিত একাধিক গ্রাম,highly_relevant
i_Xm3Txz1Qs,en,Howrah Flood situation in Udaynarayanpur due to water released by DVC,highly_relevant
qOIDn0sjvM8,bn,দীঘার সব থেকে উচ্চ গতিতে জলোচ্ছ্বাস এই পূর্ণিমার,not_relevant
lXHpq-OfJOk,en,newsvalley সাগরের কৃত্রিম সর্বোচ্চ ঢেউ Artificial High sea wave News Valley is a channel that,not_relevant
dnFVp2ssFK0,en,BanglaVision is the most popular TV channel in Bangladesh offering unbiased authentic news and entertainment programs,not_relevant
0X9jATVK7tc,bn,,not_relevant
mVQgSBIPmJo,bn,কক্সবাজার সমুদ্র সৈকতের অসাধারণ ঢেউ,highly_relevant
kypk9ZuAyjU,en,bad weather at sea high wave weather condition weather forecast cargo ship in storm monster waves life at sea ships storm in,highly_relevant
0muNX0MZMBw,en,,highly_relevant
TeKy5n6AYfc,bn,Magna river Amazon River,highly_relevant
dogJ8ztODTw,bn,জেনে নিন সমুদ্রের ঢেউ কিভাবে সৃষ্টি হয়।। ূর্নিঝড় োখা জেনে,highly_relevant
cp4d01gvavg,bn,সাগরের পারে ঘুরতে গিয়ে দেখলাম নদীতে উচ্চ ঢেউ shorts,highly_relevant
_TfntpKc4YA,en,High wave strikes shores shorts shortsvideo shortvideo shortsyoutube viral viralvideo wave sea beach Pushpal explores,not_relevant
_umj6uhAZxY,bn,,highly_relevant
AbmYcGBqYZA,bn,,not_relevant
kaW1dWOaogc,en,Digha in High Tide 15th August Digha Live Digha,not_relevant
Qz8XeYp8WkM,bn,কক্সবাজারে জোয়ার এর ঢেউ কেমন হয় দেখুন।,not_relevant
bMWl8u1Drqc,bn,,highly_relevant
t_7Ml3qI79E,en,Digha Mumbai Beach Express,not_relevant
s4oowOsdxrY,en,cyclonemocha,highly_relevant
7BkG4dujjg0,en,Digha Digha Viral Video Dheusagar Waves Digha High Tide Digha Ramnagar,not_relevant
FGJ1kmDWcEQ,en,High tides bring huge waves at Digha Mandarmani,not_relevant
GZeY_B5Yv-8,bn,,not_relevant
ljyOrICJax8,bn,,not_relevant
sfkBLTxEpRM,bn,,not_relevant
mIi3PJts8ik,bn,,not_relevant
ULOyJTk_Zis,bn,নমস্কার বন্ধুরা আসা করি আপনারা সবাই ভালো আছেন। আমাদের দীঘা ঘুরতে,highly_relevant
pLvHRdkBsNY,bn,,highly_relevant
jSDk0ZidHfM,en,I remember this Hurricane I believe it was Frank We had our beaches destroyed heavy surf and tons of debris all over The ocean,highly_relevant
22CxTSYMHno,bn,,not_relevant
Qed8GusfG7s,en,hightide,not_relevant
KH6XBi9Y4E4,bn,ক্যাটামেরান ভেসেল এম ভি গ্রীন লাইন ২ এর উচ্চ গতির জন্যে ব্যবহার করা,not_relevant
IHJC0RAUlcw,bn,,not_relevant
VddLMNhUC40,en,Thursday 24th November,not_relevant
HC8mg9UT1FU,en,High Tide In Digha,not_relevant
3l3M8-xfXAg,en,AGRI OCEAN IMO 9770684 is a Bulk Carrier that was built in 2019 4 years ago and is sailing under the flag of Panama,not_relevant
dZiNG2IZpCM,en,Digha High Jump Beach,not_relevant
X-dIzQCDeWk,en,Amazing Beach High Tide Waves Pls like and subscribe my,not_relevant
_I20FNz5jYA,bn,Answer কোথাও বড় বিস্ফোরন হলে প্রচুর তাপ আর চাপ উৎপন্ন হয় এতে অই,not_relevant
nruoi9jDaLY,bn,,not_relevant
pUnuG9MapZ0,bn,বর্তমান পানির তলে কতশত ঘরবাড়ি। সোনারগাঁও উপজেলার বৈদ্যের বাজার,not_relevant
0PgfZuq7IBE,en,Welcome to the Official YouTube Channel of Channel24 One Click Subscription Link Read more,not_relevant
7oIIZidlKww,en,SUBSCRIBE FOR THE BEST KITESURF VIDEOS THE BEST KITESHOP 2021 I 5 RATED,not_relevant
WPhCV8RsRbM,bn,জলের ওপর দিয়ে ট্রেনের দুঃসাহসিক ভ্রমণ Train vs Giant Waves,highly_relevant
UzpliPjlVUk,en,Digha is a seaside resort town in the state of West Bengal India It lies in Purba Medinipur district and at the northern end of the,not_relevant
e3FPeOAv5e0,en,Surfing is a surface water sport in which an individual a surfer or two in tandem surfing uses a board to ride on the forward,not_relevant
L3vBvmIq6D4,en,Amazing Footage of Dolphins Surfing in High Waves You Won t Believe Your Eyes Get ready to witness an incredible sight,highly_relevant
hJLuYiY2MWg,bn,broken,not_relevant
J9o4gt1Jyno,bn,থাবড়া মেরে লালে লাল জলোচ্ছ্বাস,not_relevant
v2tCVpOMvoQ,en,High Waves hitting gopro underwater,highly_relevant
slvVyqNWaBg,en,Welcome to Nature Clips I will show you the best moments of nature I see around me when I am traveling hiking and working,not_relevant
fHQ4CtDytJk,bn,হিনামনোর গ্রীষ্মমন্ডলীয় বিষণ্নতার সাথে মিশেছে 3 সেপ্টেম্বর,not_relevant
3usZt3Wco9k,bn,ধেঁয়ে আসছে দেশের দিকে উচ্চ ক্ষমতাসম্পন্ন হাইস্পিড বৃষ্টিবলয়,highly_relevant
B0atjZDCiUw,bn,বাংলাদেশের সেরা ৫টি ফর্সা হওয়ার ক্রিম 1 সিটাফিল ব্রাইট হেলদি,not_relevant
X_WdfmojKW4,bn,About this video আপনি কি পাল তোলার সময় বন্য ঢেউয়ের মুখোমুখি হওয়ার জন্য,not_relevant
r5RM_-Jkfbs,bn,আপনি জানেন কী পৃথিবীর সবচেয়ে ভয়ংকর সমুদ্র কোনটা এবং কেন,not_relevant
4PEKSMe8xAE,en,viral Welcome To Safikul The Beast Youtube Channel It s Me Safikul Khan And,not_relevant
oGjZ82iw_uM,bn,,not_relevant
LN2lH2mITeg,bn,,not_relevant
CTqdmPBIrWk,en,Super fun day surfing at Surf Ranch all day with friends Get 10 off your order at Global Surf Industries when you use our special,not_relevant
OXaMS5hWzQU,bn,বরুন্ডী উচ্চ বিদ্যালয়ের খেলার মাঠে শুরু হতে যাচ্ছে ফুটবল,not_relevant
ZzucccT0mj4,en,Welcome to the Official YouTube Channel of Channel24 One Click Subscription Link Read more,not_relevant
NIDgR9gEboY,bn,,highly_relevant
coOz384mHJk,en,Embark on an exhilarating journey into the world of wind dependent sports From the breathtaking artistry of kite flying to the,not_relevant
D7ts5dIa86U,bn,,not_relevant
qU_TwfMcKEU,bn,,not_relevant
gw7vc11wSjM,en,puri sea beach hotel puri sea beach food puri sea beach odisha puri sea beach market puri sea beach today live puri sea beach,not_relevant
JCLjjQUw3bA,en,Welcome to Nature Clips I will show you the best moments of nature I see around me when I am traveling hiking and working,not_relevant
